generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,119,33.25,"32.000000,51.000000,24.000000,26.000000",33.25,24.0,51.0,33.25,133.0
100,10193,36.5,"51.000000,6.000000,36.000000,53.000000",36.5,6.0,53.0,36.5,146.0
200,20137,38.5,"48.000000,45.000000,29.000000,32.000000",38.5,29.0,48.0,38.5,154.0
300,30177,37.5,"23.000000,64.000000,38.000000,25.000000",37.5,23.0,64.0,37.5,150.0
400,40141,37.0,"24.000000,48.000000,32.000000,44.000000",37.0,24.0,48.0,37.0,148.0
500,50178,37.0,"55.000000,41.000000,37.000000,15.000000",37.0,15.0,55.0,37.0,148.0
600,60189,37.25,"34.000000,37.000000,49.000000,29.000000",37.25,29.0,49.0,37.25,149.0
700,70193,35.75,"38.000000,39.000000,28.000000,38.000000",35.75,28.0,39.0,35.75,143.0
800,80106,36.0,"30.000000,32.000000,43.000000,39.000000",36.0,30.0,43.0,36.0,144.0
900,90154,36.5,"57.000000,33.000000,13.000000,43.000000",36.5,13.0,57.0,36.5,146.0
1000,100156,36.75,"43.000000,41.000000,33.000000,30.000000",36.75,30.0,43.0,36.75,147.0
1100,110140,37.0,"33.000000,67.000000,28.000000,20.000000",37.0,20.0,67.0,37.0,148.0
1200,120132,36.75,"41.000000,38.000000,36.000000,32.000000",36.75,32.0,41.0,36.75,147.0
1300,130193,36.75,"43.000000,18.000000,42.000000,44.000000",36.75,18.0,44.0,36.75,147.0
1400,140157,36.5,"33.000000,35.000000,28.000000,50.000000",36.5,28.0,50.0,36.5,146.0
1500,150158,36.5,"29.000000,54.000000,32.000000,31.000000",36.5,29.0,54.0,36.5,146.0
1600,160123,36.5,"40.000000,55.000000,25.000000,26.000000",36.5,25.0,55.0,36.5,146.0
1700,170137,36.25,"26.000000,49.000000,36.000000,34.000000",36.25,26.0,49.0,36.25,145.0
1800,180107,37.5,"39.000000,46.000000,21.000000,44.000000",37.5,21.0,46.0,37.5,150.0
1900,190136,36.75,"36.000000,29.000000,49.000000,33.000000",36.75,29.0,49.0,36.75,147.0
2000,200141,35.5,"43.000000,27.000000,32.000000,40.000000",35.5,27.0,43.0,35.5,142.0
2100,210180,36.5,"42.000000,43.000000,24.000000,37.000000",36.5,24.0,43.0,36.5,146.0
2200,220155,36.75,"39.000000,23.000000,50.000000,35.000000",36.75,23.0,50.0,36.75,147.0
2300,230195,33.25,"25.000000,35.000000,29.000000,44.000000",33.25,25.0,44.0,33.25,133.0
2400,240187,36.25,"49.000000,38.000000,34.000000,24.000000",36.25,24.0,49.0,36.25,145.0
2500,250106,37.0,"37.000000,45.000000,32.000000,34.000000",37.0,32.0,45.0,37.0,148.0
2600,260154,37.0,"26.000000,55.000000,46.000000,21.000000",37.0,21.0,55.0,37.0,148.0
2700,270116,36.0,"44.000000,37.000000,37.000000,26.000000",36.0,26.0,44.0,36.0,144.0
2800,280177,32.75,"34.000000,32.000000,44.000000,21.000000",32.75,21.0,44.0,32.75,131.0
2900,290198,36.5,"33.000000,24.000000,49.000000,40.000000",36.5,24.0,49.0,36.5,146.0
3000,300160,37.0,"39.000000,32.000000,24.000000,53.000000",37.0,24.0,53.0,37.0,148.0
3100,310174,36.75,"27.000000,44.000000,26.000000,50.000000",36.75,26.0,50.0,36.75,147.0
3200,320101,37.25,"47.000000,24.000000,51.000000,27.000000",37.25,24.0,51.0,37.25,149.0
3300,330168,36.5,"28.000000,41.000000,30.000000,47.000000",36.5,28.0,47.0,36.5,146.0
3400,340187,37.25,"34.000000,25.000000,40.000000,50.000000",37.25,25.0,50.0,37.25,149.0
3500,350108,37.25,"27.000000,43.000000,57.000000,22.000000",37.25,22.0,57.0,37.25,149.0
3600,360127,37.0,"39.000000,27.000000,46.000000,36.000000",37.0,27.0,46.0,37.0,148.0
3700,370194,36.25,"25.000000,43.000000,49.000000,28.000000",36.25,25.0,49.0,36.25,145.0
3800,380191,36.5,"24.000000,36.000000,38.000000,48.000000",36.5,24.0,48.0,36.5,146.0
3900,390107,37.0,"35.000000,58.000000,29.000000,26.000000",37.0,26.0,58.0,37.0,148.0
4000,400160,36.75,"50.000000,32.000000,31.000000,34.000000",36.75,31.0,50.0,36.75,147.0
4100,410132,33.75,"29.000000,28.000000,35.000000,43.000000",33.75,28.0,43.0,33.75,135.0
4200,420132,36.5,"36.000000,34.000000,44.000000,32.000000",36.5,32.0,44.0,36.5,146.0
4300,430184,37.25,"28.000000,33.000000,35.000000,53.000000",37.25,28.0,53.0,37.25,149.0
4400,440152,36.75,"38.000000,56.000000,29.000000,24.000000",36.75,24.0,56.0,36.75,147.0
4500,450150,35.75,"23.000000,29.000000,46.000000,45.000000",35.75,23.0,46.0,35.75,143.0
4600,460112,37.75,"27.000000,36.000000,43.000000,45.000000",37.75,27.0,45.0,37.75,151.0
4700,470161,36.75,"43.000000,35.000000,43.000000,26.000000",36.75,26.0,43.0,36.75,147.0
4800,470161,36.75,"43.000000,35.000000,43.000000,26.000000",36.75,26.0,43.0,36.75,147.0
