generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,176,53.0,"27.000000,34.000000,53.000000,31.000000",53.0,27.0,53.0,36.25,145.0
100,10173,51.0,"43.000000,51.000000,0.000000,45.000000",51.0,0.0,51.0,34.75,139.0
200,20117,53.0,"44.000000,0.000000,52.000000,53.000000",53.0,0.0,53.0,37.25,149.0
300,30173,131.0,"0.000000,0.000000,0.000000,131.000000",131.0,0.0,131.0,32.75,131.0
400,40180,69.0,"0.000000,36.000000,69.000000,44.000000",69.0,0.0,69.0,37.25,149.0
500,50101,69.0,"0.000000,31.000000,69.000000,49.000000",69.0,0.0,69.0,37.25,149.0
600,60134,55.0,"53.000000,55.000000,0.000000,42.000000",55.0,0.0,55.0,37.5,150.0
700,70178,110.0,"0.000000,110.000000,0.000000,0.000000",110.0,0.0,110.0,27.5,110.0
800,80101,72.0,"0.000000,66.000000,72.000000,0.000000",72.0,0.0,72.0,34.5,138.0
900,90181,58.0,"58.000000,55.000000,38.000000,0.000000",58.0,0.0,58.0,37.75,151.0
1000,100125,118.0,"0.000000,118.000000,0.000000,0.000000",118.0,0.0,118.0,29.5,118.0
1100,110125,78.0,"78.000000,0.000000,39.000000,27.000000",78.0,0.0,78.0,36.0,144.0
1200,120153,78.0,"63.000000,0.000000,0.000000,78.000000",78.0,0.0,78.0,35.25,141.0
1300,130191,82.0,"0.000000,0.000000,0.000000,82.000000",82.0,0.0,82.0,20.5,82.0
1400,140179,119.0,"0.000000,0.000000,119.000000,0.000000",119.0,0.0,119.0,29.75,119.0
1500,150192,74.0,"28.000000,0.000000,41.000000,74.000000",74.0,0.0,74.0,35.75,143.0
1600,160129,111.0,"111.000000,0.000000,0.000000,0.000000",111.0,0.0,111.0,27.75,111.0
1700,170160,95.0,"0.000000,0.000000,95.000000,0.000000",95.0,0.0,95.0,23.75,95.0
1800,180177,59.0,"0.000000,52.000000,0.000000,59.000000",59.0,0.0,59.0,27.75,111.0
1900,190140,56.0,"0.000000,47.000000,56.000000,45.000000",56.0,0.0,56.0,37.0,148.0
2000,200160,64.0,"64.000000,0.000000,62.000000,0.000000",64.0,0.0,64.0,31.5,126.0
2100,210153,121.0,"0.000000,121.000000,0.000000,0.000000",121.0,0.0,121.0,30.25,121.0
2200,220198,113.0,"0.000000,0.000000,0.000000,113.000000",113.0,0.0,113.0,28.25,113.0
2300,230121,78.0,"78.000000,0.000000,0.000000,72.000000",78.0,0.0,78.0,37.5,150.0
2400,240172,125.0,"0.000000,0.000000,0.000000,125.000000",125.0,0.0,125.0,31.25,125.0
2500,250110,64.0,"45.000000,0.000000,64.000000,39.000000",64.0,0.0,64.0,37.0,148.0
2600,260195,72.0,"65.000000,0.000000,72.000000,0.000000",72.0,0.0,72.0,34.25,137.0
2700,270189,85.0,"0.000000,85.000000,58.000000,0.000000",85.0,0.0,85.0,35.75,143.0
2800,280199,79.0,"79.000000,0.000000,0.000000,51.000000",79.0,0.0,79.0,32.5,130.0
2900,290101,113.0,"0.000000,0.000000,113.000000,0.000000",113.0,0.0,113.0,28.25,113.0
3000,300127,92.0,"92.000000,0.000000,50.000000,0.000000",92.0,0.0,92.0,35.5,142.0
3100,310174,108.0,"0.000000,108.000000,0.000000,0.000000",108.0,0.0,108.0,27.0,108.0
3200,320176,89.0,"89.000000,0.000000,55.000000,0.000000",89.0,0.0,89.0,36.0,144.0
3300,330182,58.0,"0.000000,58.000000,33.000000,54.000000",58.0,0.0,58.0,36.25,145.0
3400,340131,68.0,"68.000000,41.000000,0.000000,33.000000",68.0,0.0,68.0,35.5,142.0
3500,350152,106.0,"0.000000,106.000000,0.000000,0.000000",106.0,0.0,106.0,26.5,106.0
3600,360187,128.0,"0.000000,0.000000,128.000000,0.000000",128.0,0.0,128.0,32.0,128.0
3700,370137,78.0,"0.000000,61.000000,0.000000,78.000000",78.0,0.0,78.0,34.75,139.0
3800,380195,86.0,"0.000000,0.000000,47.000000,86.000000",86.0,0.0,86.0,33.25,133.0
3900,390109,80.0,"80.000000,56.000000,0.000000,0.000000",80.0,0.0,80.0,34.0,136.0
4000,400158,116.0,"0.000000,0.000000,116.000000,0.000000",116.0,0.0,116.0,29.0,116.0
4100,410142,127.0,"0.000000,0.000000,127.000000,0.000000",127.0,0.0,127.0,31.75,127.0
4200,420159,76.0,"76.000000,58.000000,0.000000,0.000000",76.0,0.0,76.0,33.5,134.0
4300,430132,117.0,"0.000000,117.000000,0.000000,0.000000",117.0,0.0,117.0,29.25,117.0
4400,440191,117.0,"117.000000,0.000000,0.000000,0.000000",117.0,0.0,117.0,29.25,117.0
4500,450104,63.0,"38.000000,0.000000,41.000000,63.000000",63.0,0.0,63.0,35.5,142.0
4600,460185,61.0,"38.000000,0.000000,43.000000,61.000000",61.0,0.0,61.0,35.5,142.0
4700,460185,61.0,"38.000000,0.000000,43.000000,61.000000",61.0,0.0,61.0,35.5,142.0
4800,460185,61.0,"38.000000,0.000000,43.000000,61.000000",61.0,0.0,61.0,35.5,142.0
