generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,133,35.5,"54.000000,31.000000,34.000000,23.000000",35.5,23.0,54.0,35.5,142.0
100,10175,33.25,"27.000000,38.000000,34.000000,34.000000",33.25,27.0,38.0,33.25,133.0
200,20166,36.5,"34.000000,34.000000,59.000000,19.000000",36.5,19.0,59.0,36.5,146.0
300,30120,36.75,"38.000000,44.000000,33.000000,32.000000",36.75,32.0,44.0,36.75,147.0
400,40122,36.5,"24.000000,50.000000,38.000000,34.000000",36.5,24.0,50.0,36.5,146.0
500,50112,36.75,"26.000000,57.000000,34.000000,30.000000",36.75,26.0,57.0,36.75,147.0
600,60177,35.5,"37.000000,33.000000,38.000000,34.000000",35.5,33.0,38.0,35.5,142.0
700,70171,35.25,"22.000000,35.000000,41.000000,43.000000",35.25,22.0,43.0,35.25,141.0
800,80168,36.25,"20.000000,53.000000,28.000000,44.000000",36.25,20.0,53.0,36.25,145.0
900,90170,36.5,"38.000000,36.000000,26.000000,46.000000",36.5,26.0,46.0,36.5,146.0
1000,100126,36.5,"35.000000,43.000000,23.000000,45.000000",36.5,23.0,45.0,36.5,146.0
1100,110193,37.25,"37.000000,39.000000,47.000000,26.000000",37.25,26.0,47.0,37.25,149.0
1200,120129,37.75,"47.000000,39.000000,31.000000,34.000000",37.75,31.0,47.0,37.75,151.0
1300,130182,36.5,"27.000000,38.000000,41.000000,40.000000",36.5,27.0,41.0,36.5,146.0
1400,140113,38.0,"48.000000,31.000000,24.000000,49.000000",38.0,24.0,49.0,38.0,152.0
1500,150197,37.0,"27.000000,49.000000,25.000000,47.000000",37.0,25.0,49.0,37.0,148.0
1600,160165,37.0,"42.000000,37.000000,35.000000,34.000000",37.0,34.0,42.0,37.0,148.0
1700,170100,37.25,"28.000000,16.000000,50.000000,55.000000",37.25,16.0,55.0,37.25,149.0
1800,180180,36.0,"40.000000,37.000000,34.000000,33.000000",36.0,33.0,40.0,36.0,144.0
1900,190132,36.25,"30.000000,44.000000,32.000000,39.000000",36.25,30.0,44.0,36.25,145.0
2000,200109,36.75,"34.000000,45.000000,14.000000,54.000000",36.75,14.0,54.0,36.75,147.0
2100,210130,37.0,"34.000000,30.000000,47.000000,37.000000",37.0,30.0,47.0,37.0,148.0
2200,220104,38.0,"28.000000,42.000000,36.000000,46.000000",38.0,28.0,46.0,38.0,152.0
2300,230119,35.5,"25.000000,46.000000,35.000000,36.000000",35.5,25.0,46.0,35.5,142.0
2400,240104,36.75,"34.000000,46.000000,31.000000,36.000000",36.75,31.0,46.0,36.75,147.0
2500,250100,35.75,"37.000000,36.000000,22.000000,48.000000",35.75,22.0,48.0,35.75,143.0
2600,260151,36.75,"30.000000,52.000000,18.000000,47.000000",36.75,18.0,52.0,36.75,147.0
2700,270114,35.0,"40.000000,36.000000,35.000000,29.000000",35.0,29.0,40.0,35.0,140.0
2800,280103,37.0,"44.000000,26.000000,37.000000,41.000000",37.0,26.0,44.0,37.0,148.0
2900,290105,36.0,"37.000000,40.000000,28.000000,39.000000",36.0,28.0,40.0,36.0,144.0
3000,300118,37.0,"24.000000,53.000000,34.000000,37.000000",37.0,24.0,53.0,37.0,148.0
3100,310122,36.0,"32.000000,36.000000,42.000000,34.000000",36.0,32.0,42.0,36.0,144.0
3200,320109,37.25,"34.000000,38.000000,21.000000,56.000000",37.25,21.0,56.0,37.25,149.0
3300,330196,35.25,"36.000000,34.000000,42.000000,29.000000",35.25,29.0,42.0,35.25,141.0
3400,340102,36.25,"49.000000,30.000000,38.000000,28.000000",36.25,28.0,49.0,36.25,145.0
3500,350137,37.25,"35.000000,44.000000,38.000000,32.000000",37.25,32.0,44.0,37.25,149.0
3600,360181,36.0,"41.000000,24.000000,32.000000,47.000000",36.0,24.0,47.0,36.0,144.0
3700,370183,36.75,"53.000000,34.000000,38.000000,22.000000",36.75,22.0,53.0,36.75,147.0
3800,380157,37.25,"40.000000,45.000000,40.000000,24.000000",37.25,24.0,45.0,37.25,149.0
3900,390180,36.5,"34.000000,38.000000,23.000000,51.000000",36.5,23.0,51.0,36.5,146.0
4000,400173,37.5,"38.000000,59.000000,29.000000,24.000000",37.5,24.0,59.0,37.5,150.0
4100,410180,36.75,"35.000000,26.000000,44.000000,42.000000",36.75,26.0,44.0,36.75,147.0
4200,420112,36.5,"48.000000,31.000000,38.000000,29.000000",36.5,29.0,48.0,36.5,146.0
4300,430141,36.75,"31.000000,23.000000,55.000000,38.000000",36.75,23.0,55.0,36.75,147.0
4400,440116,36.25,"44.000000,37.000000,37.000000,27.000000",36.25,27.0,44.0,36.25,145.0
4500,450178,35.0,"41.000000,31.000000,19.000000,49.000000",35.0,19.0,49.0,35.0,140.0
4600,460130,36.25,"39.000000,45.000000,23.000000,38.000000",36.25,23.0,45.0,36.25,145.0
4700,470187,37.25,"48.000000,29.000000,46.000000,26.000000",37.25,26.0,48.0,37.25,149.0
4800,470187,37.25,"48.000000,29.000000,46.000000,26.000000",37.25,26.0,48.0,37.25,149.0
