generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,166,31.0,"36.000000,31.000000,35.000000,44.000000",31.0,31.0,44.0,36.5,146.0
100,10118,29.0,"30.000000,52.000000,29.000000,30.000000",29.0,29.0,52.0,35.25,141.0
200,20117,33.0,"36.000000,33.000000,38.000000,36.000000",33.0,33.0,38.0,35.75,143.0
300,30113,20.0,"34.000000,20.000000,46.000000,45.000000",20.0,20.0,46.0,36.25,145.0
400,40113,31.0,"37.000000,45.000000,31.000000,35.000000",31.0,31.0,45.0,37.0,148.0
500,50196,24.0,"39.000000,27.000000,46.000000,24.000000",24.0,24.0,46.0,34.0,136.0
600,60167,29.0,"35.000000,42.000000,29.000000,44.000000",29.0,29.0,44.0,37.5,150.0
700,70171,28.0,"35.000000,51.000000,28.000000,35.000000",28.0,28.0,51.0,37.25,149.0
800,80192,34.0,"34.000000,34.000000,34.000000,45.000000",34.0,34.0,45.0,36.75,147.0
900,90150,35.0,"37.000000,37.000000,38.000000,35.000000",35.0,35.0,38.0,36.75,147.0
1000,100186,31.0,"44.000000,31.000000,41.000000,31.000000",31.0,31.0,44.0,36.75,147.0
1100,110118,30.0,"53.000000,30.000000,33.000000,36.000000",30.0,30.0,53.0,38.0,152.0
1200,120189,31.0,"50.000000,34.000000,31.000000,37.000000",31.0,31.0,50.0,38.0,152.0
1300,130193,29.0,"39.000000,29.000000,38.000000,42.000000",29.0,29.0,42.0,37.0,148.0
1400,140182,20.0,"35.000000,39.000000,20.000000,49.000000",20.0,20.0,49.0,35.75,143.0
1500,150191,32.0,"38.000000,41.000000,32.000000,36.000000",32.0,32.0,41.0,36.75,147.0
1600,160137,23.0,"25.000000,48.000000,23.000000,46.000000",23.0,23.0,48.0,35.5,142.0
1700,170166,34.0,"37.000000,35.000000,34.000000,41.000000",34.0,34.0,41.0,36.75,147.0
1800,180141,31.0,"31.000000,33.000000,45.000000,31.000000",31.0,31.0,45.0,35.0,140.0
1900,190158,26.0,"37.000000,26.000000,52.000000,29.000000",26.0,26.0,52.0,36.0,144.0
2000,200153,26.0,"35.000000,34.000000,49.000000,26.000000",26.0,26.0,49.0,36.0,144.0
2100,210120,26.0,"38.000000,26.000000,50.000000,38.000000",26.0,26.0,50.0,38.0,152.0
2200,220197,28.0,"28.000000,53.000000,38.000000,31.000000",28.0,28.0,53.0,37.5,150.0
2300,230154,25.0,"41.000000,40.000000,25.000000,40.000000",25.0,25.0,41.0,36.5,146.0
2400,240198,23.0,"23.000000,43.000000,38.000000,44.000000",23.0,23.0,44.0,37.0,148.0
2500,250123,26.0,"46.000000,26.000000,42.000000,34.000000",26.0,26.0,46.0,37.0,148.0
2600,260178,29.0,"37.000000,33.000000,46.000000,29.000000",29.0,29.0,46.0,36.25,145.0
2700,270148,26.0,"38.000000,42.000000,36.000000,26.000000",26.0,26.0,42.0,35.5,142.0
2800,280151,25.0,"25.000000,31.000000,48.000000,41.000000",25.0,25.0,48.0,36.25,145.0
2900,290161,31.0,"31.000000,40.000000,44.000000,34.000000",31.0,31.0,44.0,37.25,149.0
3000,300123,31.0,"37.000000,40.000000,36.000000,31.000000",31.0,31.0,40.0,36.0,144.0
3100,310147,31.0,"41.000000,34.000000,39.000000,31.000000",31.0,31.0,41.0,36.25,145.0
3200,320121,32.0,"32.000000,41.000000,36.000000,32.000000",32.0,32.0,41.0,35.25,141.0
3300,330100,30.0,"47.000000,30.000000,33.000000,39.000000",30.0,30.0,47.0,37.25,149.0
3400,340116,16.0,"40.000000,52.000000,16.000000,33.000000",16.0,16.0,52.0,35.25,141.0
3500,350132,30.0,"37.000000,41.000000,30.000000,37.000000",30.0,30.0,41.0,36.25,145.0
3600,360111,31.0,"36.000000,31.000000,43.000000,39.000000",31.0,31.0,43.0,37.25,149.0
3700,370171,28.0,"29.000000,42.000000,28.000000,46.000000",28.0,28.0,46.0,36.25,145.0
3800,380123,25.0,"59.000000,27.000000,35.000000,25.000000",25.0,25.0,59.0,36.5,146.0
3900,390126,31.0,"34.000000,31.000000,47.000000,34.000000",31.0,31.0,47.0,36.5,146.0
4000,400177,28.0,"33.000000,51.000000,28.000000,35.000000",28.0,28.0,51.0,36.75,147.0
4100,410126,26.0,"42.000000,40.000000,26.000000,38.000000",26.0,26.0,42.0,36.5,146.0
4200,420113,31.0,"44.000000,31.000000,36.000000,34.000000",31.0,31.0,44.0,36.25,145.0
4300,430124,33.0,"39.000000,37.000000,38.000000,33.000000",33.0,33.0,39.0,36.75,147.0
4400,440113,24.0,"25.000000,49.000000,50.000000,24.000000",24.0,24.0,50.0,37.0,148.0
4500,450146,21.0,"31.000000,46.000000,50.000000,21.000000",21.0,21.0,50.0,37.0,148.0
4600,460121,23.0,"53.000000,26.000000,47.000000,23.000000",23.0,23.0,53.0,37.25,149.0
4700,470106,30.0,"39.000000,30.000000,42.000000,35.000000",30.0,30.0,42.0,36.5,146.0
4800,470106,30.0,"39.000000,30.000000,42.000000,35.000000",30.0,30.0,42.0,36.5,146.0
