generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,178,50.0,"8.000000,50.000000,28.000000,41.000000",50.0,8.0,50.0,31.75,127.0
100,10129,96.0,"0.000000,0.000000,96.000000,44.000000",96.0,0.0,96.0,35.0,140.0
200,20177,123.0,"123.000000,0.000000,0.000000,0.000000",123.0,0.0,123.0,30.75,123.0
300,30183,116.0,"0.000000,0.000000,0.000000,116.000000",116.0,0.0,116.0,29.0,116.0
400,40142,121.0,"0.000000,121.000000,0.000000,0.000000",121.0,0.0,121.0,30.25,121.0
500,50162,72.0,"72.000000,0.000000,67.000000,0.000000",72.0,0.0,72.0,34.75,139.0
600,60192,114.0,"0.000000,0.000000,114.000000,0.000000",114.0,0.0,114.0,28.5,114.0
700,70175,100.0,"0.000000,0.000000,100.000000,0.000000",100.0,0.0,100.0,25.0,100.0
800,80176,120.0,"0.000000,0.000000,0.000000,120.000000",120.0,0.0,120.0,30.0,120.0
900,90124,85.0,"0.000000,58.000000,0.000000,85.000000",85.0,0.0,85.0,35.75,143.0
1000,100161,119.0,"119.000000,0.000000,0.000000,0.000000",119.0,0.0,119.0,29.75,119.0
1100,110194,85.0,"85.000000,0.000000,0.000000,57.000000",85.0,0.0,85.0,35.5,142.0
1200,120139,64.0,"64.000000,0.000000,50.000000,36.000000",64.0,0.0,64.0,37.5,150.0
1300,130153,93.0,"0.000000,93.000000,0.000000,56.000000",93.0,0.0,93.0,37.25,149.0
1400,140172,83.0,"21.000000,83.000000,43.000000,0.000000",83.0,0.0,83.0,36.75,147.0
1500,150115,97.0,"97.000000,0.000000,49.000000,0.000000",97.0,0.0,97.0,36.5,146.0
1600,160139,82.0,"0.000000,62.000000,82.000000,0.000000",82.0,0.0,82.0,36.0,144.0
1700,170103,76.0,"76.000000,0.000000,68.000000,0.000000",76.0,0.0,76.0,36.0,144.0
1800,180181,116.0,"0.000000,0.000000,0.000000,116.000000",116.0,0.0,116.0,29.0,116.0
1900,190178,92.0,"47.000000,0.000000,92.000000,0.000000",92.0,0.0,92.0,34.75,139.0
2000,200183,78.0,"66.000000,78.000000,0.000000,0.000000",78.0,0.0,78.0,36.0,144.0
2100,210185,64.0,"64.000000,41.000000,24.000000,21.000000",64.0,21.0,64.0,37.5,150.0
2200,220182,142.0,"0.000000,0.000000,142.000000,0.000000",142.0,0.0,142.0,35.5,142.0
2300,230179,128.0,"128.000000,0.000000,0.000000,0.000000",128.0,0.0,128.0,32.0,128.0
2400,240191,62.0,"33.000000,0.000000,62.000000,45.000000",62.0,0.0,62.0,35.0,140.0
2500,250135,107.0,"107.000000,0.000000,0.000000,0.000000",107.0,0.0,107.0,26.75,107.0
2600,260140,118.0,"0.000000,0.000000,118.000000,0.000000",118.0,0.0,118.0,29.5,118.0
2700,270170,131.0,"131.000000,0.000000,0.000000,0.000000",131.0,0.0,131.0,32.75,131.0
2800,280184,76.0,"0.000000,67.000000,0.000000,76.000000",76.0,0.0,76.0,35.75,143.0
2900,290143,81.0,"0.000000,0.000000,81.000000,59.000000",81.0,0.0,81.0,35.0,140.0
3000,300139,87.0,"0.000000,87.000000,53.000000,0.000000",87.0,0.0,87.0,35.0,140.0
3100,310197,134.0,"0.000000,134.000000,0.000000,0.000000",134.0,0.0,134.0,33.5,134.0
3200,320177,73.0,"0.000000,40.000000,73.000000,33.000000",73.0,0.0,73.0,36.5,146.0
3300,330126,138.0,"138.000000,0.000000,0.000000,0.000000",138.0,0.0,138.0,34.5,138.0
3400,340120,117.0,"0.000000,117.000000,0.000000,0.000000",117.0,0.0,117.0,29.25,117.0
3500,350154,73.0,"73.000000,0.000000,18.000000,55.000000",73.0,0.0,73.0,36.5,146.0
3600,360131,91.0,"0.000000,32.000000,26.000000,91.000000",91.0,0.0,91.0,37.25,149.0
3700,370104,79.0,"0.000000,0.000000,79.000000,60.000000",79.0,0.0,79.0,34.75,139.0
3800,380106,50.0,"47.000000,50.000000,0.000000,45.000000",50.0,0.0,50.0,35.5,142.0
3900,390117,121.0,"121.000000,0.000000,0.000000,0.000000",121.0,0.0,121.0,30.25,121.0
4000,400113,71.0,"0.000000,0.000000,71.000000,66.000000",71.0,0.0,71.0,34.25,137.0
4100,410110,123.0,"123.000000,0.000000,0.000000,0.000000",123.0,0.0,123.0,30.75,123.0
4200,420142,129.0,"0.000000,129.000000,0.000000,0.000000",129.0,0.0,129.0,32.25,129.0
4300,430129,72.0,"39.000000,72.000000,0.000000,39.000000",72.0,0.0,72.0,37.5,150.0
4400,440188,116.0,"116.000000,0.000000,0.000000,0.000000",116.0,0.0,116.0,29.0,116.0
4500,450180,120.0,"0.000000,0.000000,0.000000,120.000000",120.0,0.0,120.0,30.0,120.0
4600,460149,66.0,"46.000000,66.000000,37.000000,0.000000",66.0,0.0,66.0,37.25,149.0
4700,470138,73.0,"73.000000,50.000000,0.000000,0.000000",73.0,0.0,73.0,30.75,123.0
4800,470138,73.0,"73.000000,50.000000,0.000000,0.000000",73.0,0.0,73.0,30.75,123.0
