t,x0,y0,d0,e0,a0,b0,x1,y1,d1,e1,a1,b1,x2,y2,d2,e2,a2,b2,x3,y3,d3,e3,a3,b3
0,1,2,2,1,3,0,13,1,3,1,3,0,14,13,0,1,3,0,2,14,1,1,3,0
1,1,3,2,2,3,0,12,1,3,2,3,0,14,12,0,2,3,0,3,14,1,2,3,0
2,1,4,2,3,3,0,11,1,3,3,3,0,14,11,0,3,3,0,4,14,1,3,3,0
3,1,5,2,3,3,0,11,1,0,3,2,0,14,10,0,3,3,0,4,14,2,3,2,0
4,1,6,2,4,3,0,11,1,0,3,3,0,14,9,0,4,3,0,4,14,3,3,2,0
5,1,7,2,5,3,0,11,1,0,3,3,0,14,8,0,4,3,0,3,14,3,3,3,0
6,1,7,3,5,2,0,11,1,1,3,2,0,14,7,0,5,3,0,2,14,3,3,3,0
7,1,7,3,5,3,0,12,1,1,3,3,0,14,6,0,6,3,0,2,14,0,3,2,0
8,1,7,0,5,2,0,13,1,1,3,3,0,14,6,1,6,2,0,2,13,0,4,3,0
9,1,7,1,5,2,0,14,1,1,3,3,0,14,6,1,6,3,0,2,12,0,5,3,0
10,1,7,2,5,2,0,14,1,1,3,3,0,14,6,1,6,3,0,2,12,1,5,2,0
11,1,8,2,6,3,0,14,1,1,3,3,0,14,6,1,6,3,0,2,12,2,5,2,0
12,1,9,2,7,3,0,14,1,1,3,3,0,14,6,1,6,3,0,2,12,3,5,2,0
13,1,9,3,7,2,0,14,1,1,3,3,0,14,6,1,6,3,0,1,12,3,6,3,0
14,1,9,3,7,3,0,14,1,1,3,3,0,14,6,1,6,3,0,1,12,3,6,3,0
15,1,9,0,7,2,0,14,1,1,3,3,0,14,6,1,6,3,0,1,12,3,6,3,0
16,1,8,0,7,3,0,14,1,1,3,3,0,14,6,1,6,3,0,1,12,3,6,3,0
17,1,7,0,7,3,0,14,1,1,3,3,0,14,6,1,6,3,0,1,12,3,6,3,0
18,1,6,0,7,3,0,14,1,1,3,3,0,14,6,1,6,3,0,1,12,3,6,3,0
19,1,6,1,7,2,0,14,1,1,3,3,0,14,6,1,6,3,0,1,12,3,6,3,0
20,1,6,2,7,2,0,14,1,1,3,3,0,14,6,1,6,3,0,1,12,3,6,3,0
21,1,6,3,7,2,0,14,1,1,3,3,0,14,6,1,6,3,0,1,12,3,6,3,0
22,1,6,3,7,3,0,14,1,1,3,3,0,14,6,1,6,3,0,1,12,3,6,3,0
23,1,6,0,7,2,0,14,1,1,3,3,0,14,6,1,6,3,0,1,12,3,6,3,0
24,1,5,0,7,3,0,14,1,2,3,2,0,14,6,1,6,3,0,1,12,3,6,3,0
25,1,5,1,7,2,0,14,2,2,4,3,0,14,6,1,6,3,0,1,12,3,6,3,0
26,2,5,1,8,3,0,14,3,2,5,3,0,14,6,1,6,3,0,1,12,3,6,3,0
